id,sessionid,scoringrule,treatment,subjectid,scenario_order,scenarioid,period,pur,p1r,p2r,urn,draw1,draw2,belief1,belief2,belief3,post1,post2,post3,crt,risk_switch_pe,risk_switch_ce,female,agree1,agree2,agree3
980,14,1,2,278,2,2,10,50,60,40,1,0,0,50,40,10,50,40,31,0,6,7,0,4,4,4
981,14,1,2,279,2,5,1,20,80,60,1,1,1,20,15,9,20,25,31,2,4,6,0,4,2,5
982,14,1,2,279,2,1,2,50,40,0,1,1,0,50,100,100,50,100,100,2,4,6,0,4,2,5
983,14,1,2,279,2,9,3,30,80,40,1,1,0,30,35,22,30,46,22,2,4,6,0,4,2,5
984,14,1,2,279,2,3,4,50,80,20,0,0,0,50,40,32,50,20,6,2,4,6,0,4,2,5
985,14,1,2,279,2,8,5,70,100,40,1,1,1,69,72,80,70,85,94,2,4,6,0,4,2,5
986,14,1,2,279,2,10,6,70,60,20,1,0,1,70,59,68,70,54,78,2,4,6,0,4,2,5
987,14,1,2,279,2,4,7,50,100,60,0,0,0,50,0,0,50,0,0,2,4,6,0,4,2,5
988,14,1,2,279,2,6,8,80,40,20,0,0,0,80,83,74,80,75,69,2,4,6,0,4,2,5
989,14,1,2,279,2,7,9,30,60,0,0,0,0,30,16,9,30,15,6,2,4,6,0,4,2,5
990,14,1,2,279,2,2,10,50,60,40,1,0,0,50,33,23,50,40,31,2,4,6,0,4,2,5
991,14,1,2,280,2,2,1,50,60,40,1,0,0,50,20,10,50,40,31,0,5,5,1,2,4,3
992,14,1,2,280,2,3,2,50,80,20,0,0,0,50,40,10,50,20,6,0,5,5,1,2,4,3
993,14,1,2,280,2,4,3,50,100,60,0,0,0,50,0,0,50,0,0,0,5,5,1,2,4,3
994,14,1,2,280,2,6,4,80,40,20,0,0,0,80,75,65,80,75,69,0,5,5,1,2,4,3
995,14,1,2,280,2,10,5,70,60,20,1,0,1,70,60,75,70,54,78,0,5,5,1,2,4,3
996,14,1,2,280,2,5,6,20,80,60,1,1,1,20,50,30,20,25,31,0,5,5,1,2,4,3
997,14,1,2,280,2,1,7,50,40,0,1,1,0,50,100,100,50,100,100,0,5,5,1,2,4,3
998,14,1,2,280,2,7,8,30,60,0,0,0,0,50,50,40,30,15,6,0,5,5,1,2,4,3
999,14,1,2,280,2,8,9,70,100,40,1,1,1,50,60,65,70,85,94,0,5,5,1,2,4,3
1000,14,1,2,280,2,9,10,30,80,40,1,1,0,50,40,35,30,46,22,0,5,5,1,2,4,3
1001,15,1,2,281,3,7,1,30,60,0,1,0,0,30,28,30,30,15,6,1,6,5,0,4,4,4
1002,15,1,2,281,3,6,2,80,40,20,1,0,0,95,86,80,80,75,69,1,6,5,0,4,4,4
1003,15,1,2,281,3,5,3,20,80,60,1,1,0,9,15,10,20,25,14,1,6,5,0,4,4,4
1004,15,1,2,281,3,9,4,30,80,40,0,0,0,30,20,11,30,12,5,1,6,5,0,4,4,4
1005,15,1,2,281,3,4,5,50,100,60,1,1,1,50,71,80,50,63,74,1,6,5,0,4,4,4
1006,15,1,2,281,3,3,6,50,80,20,0,0,0,50,30,20,50,20,6,1,6,5,0,4,4,4
1007,15,1,2,281,3,1,7,50,40,0,0,0,0,50,30,20,50,37,26,1,6,5,0,4,4,4
1008,15,1,2,281,3,2,8,50,60,40,0,1,0,50,70,50,50,60,50,1,6,5,0,4,4,4
1009,15,1,2,281,3,8,9,70,100,40,1,1,1,30,80,78,70,85,94,1,6,5,0,4,4,4
1010,15,1,2,281,3,10,10,70,60,20,1,1,1,68,75,78,70,88,95,1,6,5,0,4,4,4
1011,15,1,2,282,3,8,1,70,100,40,1,1,1,80,82,100,70,85,94,0,5,5,1,3,4,3
1012,15,1,2,282,3,1,2,50,40,0,0,0,0,52,36,40,50,37,26,0,5,5,1,3,4,3
1013,15,1,2,282,3,3,3,50,80,20,0,0,0,55,40,0,50,20,6,0,5,5,1,3,4,3
1014,15,1,2,282,3,4,4,50,100,60,1,1,1,60,70,100,50,63,74,0,5,5,1,3,4,3
1015,15,1,2,282,3,2,5,50,60,40,0,1,0,45,60,50,50,60,50,0,5,5,1,3,4,3
1016,15,1,2,282,3,10,6,70,60,20,1,1,1,70,75,100,70,88,95,0,5,5,1,3,4,3
1017,15,1,2,282,3,9,7,30,80,40,0,0,0,25,29,0,30,12,5,0,5,5,1,3,4,3
1018,15,1,2,282,3,7,8,30,60,0,1,0,0,25,20,0,30,15,6,0,5,5,1,3,4,3
1019,15,1,2,282,3,6,9,80,40,20,1,0,0,83,70,75,80,75,69,0,5,5,1,3,4,3
1020,15,1,2,282,3,5,10,20,80,60,1,1,0,20,24,50,20,25,14,0,5,5,1,3,4,3
1021,15,1,2,283,3,10,1,70,60,20,1,1,1,70,70,95,70,88,95,2,7,5,0,4,4,4
1022,15,1,2,283,3,6,2,80,40,20,1,0,0,80,65,40,80,75,69,2,7,5,0,4,4,4
1023,15,1,2,283,3,1,3,50,40,0,0,0,0,50,30,20,50,37,26,2,7,5,0,4,4,4
1024,15,1,2,283,3,8,4,70,100,40,1,1,1,70,75,80,70,85,94,2,7,5,0,4,4,4
1025,15,1,2,283,3,5,5,20,80,60,1,1,0,20,30,25,20,25,14,2,7,5,0,4,4,4
1026,15,1,2,283,3,9,6,30,80,40,0,0,0,30,36,10,30,12,5,2,7,5,0,4,4,4
1027,15,1,2,283,3,2,7,50,60,40,0,1,0,50,60,53,50,60,50,2,7,5,0,4,4,4
1028,15,1,2,283,3,7,8,30,60,0,1,0,0,70,80,15,30,15,6,2,7,5,0,4,4,4
1029,15,1,2,283,3,4,9,50,100,60,1,1,1,50,65,68,50,63,74,2,7,5,0,4,4,4
1030,15,1,2,283,3,3,10,50,80,20,0,0,0,50,40,25,50,20,6,2,7,5,0,4,4,4
1031,15,1,2,284,3,7,1,30,60,0,1,0,0,30,20,5,30,15,6,2,7,6,0,4,4,5
1032,15,1,2,284,3,8,2,70,100,40,1,1,1,70,80,95,70,85,94,2,7,6,0,4,4,5
1033,15,1,2,284,3,2,3,50,60,40,0,1,0,50,65,60,50,60,50,2,7,6,0,4,4,5
1034,15,1,2,284,3,10,4,70,60,20,1,1,1,70,85,93,70,88,95,2,7,6,0,4,4,5
1035,15,1,2,284,3,6,5,80,40,20,1,0,0,80,85,80,80,75,69,2,7,6,0,4,4,5
1036,15,1,2,284,3,9,6,30,80,40,0,0,0,30,10,10,30,12,5,2,7,6,0,4,4,5
1037,15,1,2,284,3,5,7,20,80,60,1,1,0,20,30,10,20,25,14,2,7,6,0,4,4,5
1038,15,1,2,284,3,3,8,50,80,20,0,0,0,50,15,5,50,20,6,2,7,6,0,4,4,5
1039,15,1,2,284,3,4,9,50,100,60,1,1,1,50,60,60,50,63,74,2,7,6,0,4,4,5
1040,15,1,2,284,3,1,10,50,40,0,0,0,0,50,40,40,50,37,26,2,7,6,0,4,4,5
1041,15,1,2,285,3,1,1,50,40,0,0,0,0,60,71,12,50,37,26,0,9,4,0,5,5,5
1042,15,1,2,285,3,10,2,70,60,20,1,1,1,59,99,100,70,88,95,0,9,4,0,5,5,5
1043,15,1,2,285,3,6,3,80,40,20,1,0,0,87,88,70,80,75,69,0,9,4,0,5,5,5
1044,15,1,2,285,3,3,4,50,80,20,0,0,0,50,20,1,50,20,6,0,9,4,0,5,5,5
1045,15,1,2,285,3,5,5,20,80,60,1,1,0,15,13,7,20,25,14,0,9,4,0,5,5,5
1046,15,1,2,285,3,2,6,50,60,40,0,1,0,50,56,46,50,60,50,0,9,4,0,5,5,5
1047,15,1,2,285,3,8,7,70,100,40,1,1,1,73,82,99,70,85,94,0,9,4,0,5,5,5
1048,15,1,2,285,3,7,8,30,60,0,1,0,0,21,20,1,30,15,6,0,9,4,0,5,5,5
1049,15,1,2,285,3,9,9,30,80,40,0,0,0,27,10,5,30,12,5,0,9,4,0,5,5,5
1050,15,1,2,285,3,4,10,50,100,60,1,1,1,50,58,81,50,63,74,0,9,4,0,5,5,5
1051,15,1,2,286,3,6,1,80,40,20,1,0,0,70,80,80,80,75,69,1,7,5,0,5,4,4
1052,15,1,2,286,3,9,2,30,80,40,0,0,0,30,10,0,30,12,5,1,7,5,0,5,4,4
1053,15,1,2,286,3,7,3,30,60,0,1,0,0,30,20,10,30,15,6,1,7,5,0,5,4,4
1054,15,1,2,286,3,8,4,70,100,40,1,1,1,70,70,80,70,85,94,1,7,5,0,5,4,4
1055,15,1,2,286,3,2,5,50,60,40,0,1,0,50,60,70,50,60,50,1,7,5,0,5,4,4
1056,15,1,2,286,3,4,6,50,100,60,1,1,1,50,50,50,50,63,74,1,7,5,0,5,4,4
1057,15,1,2,286,3,1,7,50,40,0,0,0,0,50,50,50,50,37,26,1,7,5,0,5,4,4
1058,15,1,2,286,3,3,8,50,80,20,0,0,0,50,30,10,50,20,6,1,7,5,0,5,4,4
1059,15,1,2,286,3,5,9,20,80,60,1,1,0,20,20,10,20,25,14,1,7,5,0,5,4,4
1060,15,1,2,286,3,10,10,70,60,20,1,1,1,70,80,90,70,88,95,1,7,5,0,5,4,4
1061,15,1,2,287,3,6,1,80,40,20,1,0,0,80,80,80,80,75,69,0,6,2,0,3,3,5
1062,15,1,2,287,3,1,2,50,40,0,0,0,0,50,50,50,50,37,26,0,6,2,0,3,3,5
1063,15,1,2,287,3,10,3,70,60,20,1,1,1,70,70,90,70,88,95,0,6,2,0,3,3,5
1064,15,1,2,287,3,5,4,20,80,60,1,1,0,20,20,10,20,25,14,0,6,2,0,3,3,5
1065,15,1,2,287,3,3,5,50,80,20,0,0,0,50,40,20,50,20,6,0,6,2,0,3,3,5
1066,15,1,2,287,3,4,6,50,100,60,1,1,1,50,50,50,50,63,74,0,6,2,0,3,3,5
1067,15,1,2,287,3,7,7,30,60,0,1,0,0,70,70,80,30,15,6,0,6,2,0,3,3,5
1068,15,1,2,287,3,2,8,50,60,40,0,1,0,50,50,40,50,60,50,0,6,2,0,3,3,5
1069,15,1,2,287,3,8,9,70,100,40,1,1,1,70,70,80,70,85,94,0,6,2,0,3,3,5
1070,15,1,2,287,3,9,10,30,80,40,0,0,0,30,30,15,30,12,5,0,6,2,0,3,3,5
1071,15,1,2,288,3,4,1,50,100,60,1,1,1,50,69,90,50,63,74,0,5,7,0,4,3,5
1072,15,1,2,288,3,8,2,70,100,40,1,1,1,80,86,95,70,85,94,0,5,7,0,4,3,5
1073,15,1,2,288,3,7,3,30,60,0,1,0,0,26,15,0,30,15,6,0,5,7,0,4,3,5
1074,15,1,2,288,3,2,4,50,60,40,0,1,0,50,72,60,50,60,50,0,5,7,0,4,3,5
1075,15,1,2,288,3,6,5,80,40,20,1,0,0,80,69,28,80,75,69,0,5,7,0,4,3,5
1076,15,1,2,288,3,10,6,70,60,20,1,1,1,79,85,86,70,88,95,0,5,7,0,4,3,5
1077,15,1,2,288,3,3,7,50,80,20,0,0,0,50,28,18,50,20,6,0,5,7,0,4,3,5
1078,15,1,2,288,3,5,8,20,80,60,1,1,0,7,8,2,20,25,14,0,5,7,0,4,3,5
1079,15,1,2,288,3,1,9,50,40,0,0,0,0,51,51,57,50,37,26,0,5,7,0,4,3,5
1080,15,1,2,288,3,9,10,30,80,40,0,0,0,21,11,9,30,12,5,0,5,7,0,4,3,5
1081,15,1,2,289,3,10,1,70,60,20,1,1,1,55,65,90,70,88,95,0,5,5,1,5,3,3
1082,15,1,2,289,3,7,2,30,60,0,1,0,0,25,25,20,30,15,6,0,5,5,1,5,3,3
1083,15,1,2,289,3,9,3,30,80,40,0,0,0,50,65,35,30,12,5,0,5,5,1,5,3,3
1084,15,1,2,289,3,3,4,50,80,20,0,0,0,50,50,30,50,20,6,0,5,5,1,5,3,3
1085,15,1,2,289,3,4,5,50,100,60,1,1,1,50,50,55,50,63,74,0,5,5,1,5,3,3
1086,15,1,2,289,3,6,6,80,40,20,1,0,0,65,70,65,80,75,69,0,5,5,1,5,3,3
1087,15,1,2,289,3,8,7,70,100,40,1,1,1,60,65,75,70,85,94,0,5,5,1,5,3,3
1088,15,1,2,289,3,1,8,50,40,0,0,0,0,50,50,40,50,37,26,0,5,5,1,5,3,3
1089,15,1,2,289,3,5,9,20,80,60,1,1,0,40,40,25,20,25,14,0,5,5,1,5,3,3
1090,15,1,2,289,3,2,10,50,60,40,0,1,0,50,55,50,50,60,50,0,5,5,1,5,3,3
1091,15,1,2,290,3,7,1,30,60,0,1,0,0,30,25,10,30,15,6,0,7,6,1,5,5,5
1092,15,1,2,290,3,9,2,30,80,40,0,0,0,50,30,0,30,12,5,0,7,6,1,5,5,5
1093,15,1,2,290,3,10,3,70,60,20,1,1,1,70,70,100,70,88,95,0,7,6,1,5,5,5
1094,15,1,2,290,3,4,4,50,100,60,1,1,1,50,50,50,50,63,74,0,7,6,1,5,5,5
1095,15,1,2,290,3,2,5,50,60,40,0,1,0,50,60,55,50,60,50,0,7,6,1,5,5,5
1096,15,1,2,290,3,6,6,80,40,20,1,0,0,80,70,40,80,75,69,0,7,6,1,5,5,5
1097,15,1,2,290,3,5,7,20,80,60,1,1,0,20,30,15,20,25,14,0,7,6,1,5,5,5
1098,15,1,2,290,3,1,8,50,40,0,0,0,0,50,50,15,50,37,26,0,7,6,1,5,5,5
1099,15,1,2,290,3,3,9,50,80,20,0,0,0,50,20,0,50,20,6,0,7,6,1,5,5,5
1100,15,1,2,290,3,8,10,70,100,40,1,1,1,70,70,100,70,85,94,0,7,6,1,5,5,5
1101,15,1,2,291,3,2,1,50,60,40,0,1,0,14,22,39,50,60,50,0,6,6,1,5,4,2
1102,15,1,2,291,3,3,2,50,80,20,0,0,0,24,52,85,50,20,6,0,6,6,1,5,4,2
1103,15,1,2,291,3,9,3,30,80,40,0,0,0,43,24,17,30,12,5,0,6,6,1,5,4,2
1104,15,1,2,291,3,5,4,20,80,60,1,1,0,14,28,45,20,25,14,0,6,6,1,5,4,2
1105,15,1,2,291,3,8,5,70,100,40,1,1,1,52,67,78,70,85,94,0,6,6,1,5,4,2
1106,15,1,2,291,3,1,6,50,40,0,0,0,0,54,40,46,50,37,26,0,6,6,1,5,4,2
1107,15,1,2,291,3,7,7,30,60,0,1,0,0,4,0,1,30,15,6,0,6,6,1,5,4,2
1108,15,1,2,291,3,10,8,70,60,20,1,1,1,39,20,53,70,88,95,0,6,6,1,5,4,2
1109,15,1,2,291,3,6,9,80,40,20,1,0,0,86,80,85,80,75,69,0,6,6,1,5,4,2
1110,15,1,2,291,3,4,10,50,100,60,1,1,1,57,39,69,50,63,74,0,6,6,1,5,4,2
1111,15,1,2,292,3,9,1,30,80,40,0,0,0,24,19,10,30,12,5,1,6,7,1,4,4,4
1112,15,1,2,292,3,2,2,50,60,40,0,1,0,50,50,50,50,60,50,1,6,7,1,4,4,4
1113,15,1,2,292,3,7,3,30,60,0,1,0,0,14,10,0,30,15,6,1,6,7,1,4,4,4
1114,15,1,2,292,3,3,4,50,80,20,0,0,0,50,40,20,50,20,6,1,6,7,1,4,4,4
1115,15,1,2,292,3,8,5,70,100,40,1,1,1,75,78,85,70,85,94,1,6,7,1,4,4,4
1116,15,1,2,292,3,6,6,80,40,20,1,0,0,80,82,75,80,75,69,1,6,7,1,4,4,4
1117,15,1,2,292,3,10,7,70,60,20,1,1,1,75,85,95,70,88,95,1,6,7,1,4,4,4
1118,15,1,2,292,3,4,8,50,100,60,1,1,1,50,55,60,50,63,74,1,6,7,1,4,4,4
1119,15,1,2,292,3,5,9,20,80,60,1,1,0,19,20,15,20,25,14,1,6,7,1,4,4,4
1120,15,1,2,292,3,1,10,50,40,0,0,0,0,50,40,40,50,37,26,1,6,7,1,4,4,4
1121,15,1,2,293,3,7,1,30,60,0,1,0,0,16,14,10,30,15,6,1,4,7,0,4,3,5
1122,15,1,2,293,3,1,2,50,40,0,0,0,0,45,59,48,50,37,26,1,4,7,0,4,3,5
1123,15,1,2,293,3,2,3,50,60,40,0,1,0,50,56,70,50,60,50,1,4,7,0,4,3,5
1124,15,1,2,293,3,4,4,50,100,60,1,1,1,54,60,90,50,63,74,1,4,7,0,4,3,5
1125,15,1,2,293,3,5,5,20,80,60,1,1,0,25,25,12,20,25,14,1,4,7,0,4,3,5
1126,15,1,2,293,3,9,6,30,80,40,0,0,0,36,10,0,30,12,5,1,4,7,0,4,3,5
1127,15,1,2,293,3,10,7,70,60,20,1,1,1,61,75,99,70,88,95,1,4,7,0,4,3,5
1128,15,1,2,293,3,6,8,80,40,20,1,0,0,65,76,69,80,75,69,1,4,7,0,4,3,5
1129,15,1,2,293,3,3,9,50,80,20,0,0,0,50,25,1,50,20,6,1,4,7,0,4,3,5
1130,15,1,2,293,3,8,10,70,100,40,1,1,1,65,68,65,70,85,94,1,4,7,0,4,3,5
1131,15,1,2,294,3,8,1,70,100,40,1,1,1,90,90,92,70,85,94,1,7,4,1,5,4,4
1132,15,1,2,294,3,9,2,30,80,40,0,0,0,78,42,21,30,12,5,1,7,4,1,5,4,4
1133,15,1,2,294,3,5,3,20,80,60,1,1,0,69,80,60,20,25,14,1,7,4,1,5,4,4
1134,15,1,2,294,3,10,4,70,60,20,1,1,1,60,90,100,70,88,95,1,7,4,1,5,4,4
1135,15,1,2,294,3,2,5,50,60,40,0,1,0,80,69,60,50,60,50,1,7,4,1,5,4,4
1136,15,1,2,294,3,3,6,50,80,20,0,0,0,85,20,10,50,20,6,1,7,4,1,5,4,4
1137,15,1,2,294,3,4,7,50,100,60,1,1,1,69,84,94,50,63,74,1,7,4,1,5,4,4
1138,15,1,2,294,3,6,8,80,40,20,1,0,0,65,61,49,80,75,69,1,7,4,1,5,4,4
1139,15,1,2,294,3,1,9,50,40,0,0,0,0,60,30,20,50,37,26,1,7,4,1,5,4,4
1140,15,1,2,294,3,7,10,30,60,0,1,0,0,30,20,10,30,15,6,1,7,4,1,5,4,4
1141,15,1,2,295,3,9,1,30,80,40,0,0,0,30,20,2,30,12,5,1,7,6,1,4,4,4
1142,15,1,2,295,3,2,2,50,60,40,0,1,0,50,60,50,50,60,50,1,7,6,1,4,4,4
1143,15,1,2,295,3,8,3,70,100,40,1,1,1,70,70,90,70,85,94,1,7,6,1,4,4,4
1144,15,1,2,295,3,3,4,50,80,20,0,0,0,50,35,10,50,20,6,1,7,6,1,4,4,4
1145,15,1,2,295,3,6,5,80,40,20,1,0,0,80,75,29,80,75,69,1,7,6,1,4,4,4
1146,15,1,2,295,3,7,6,30,60,0,1,0,0,30,30,20,30,15,6,1,7,6,1,4,4,4
1147,15,1,2,295,3,10,7,70,60,20,1,1,1,70,80,90,70,88,95,1,7,6,1,4,4,4
1148,15,1,2,295,3,1,8,50,40,0,0,0,0,50,45,35,50,37,26,1,7,6,1,4,4,4
1149,15,1,2,295,3,4,9,50,100,60,1,1,1,50,70,70,50,63,74,1,7,6,1,4,4,4
1150,15,1,2,295,3,5,10,20,80,60,1,1,0,20,25,10,20,25,14,1,7,6,1,4,4,4
1151,15,1,2,296,3,6,1,80,40,20,1,0,0,80,20,0,80,75,69,2,6,6,0,3,4,2
1152,15,1,2,296,3,3,2,50,80,20,0,0,0,50,20,0,50,20,6,2,6,6,0,3,4,2
1153,15,1,2,296,3,2,3,50,60,40,0,1,0,50,60,40,50,60,50,2,6,6,0,3,4,2
1154,15,1,2,296,3,10,4,70,60,20,1,1,1,70,83,100,70,88,95,2,6,6,0,3,4,2
1155,15,1,2,296,3,9,5,30,80,40,0,0,0,30,12,0,30,12,5,2,6,6,0,3,4,2
1156,15,1,2,296,3,5,6,20,80,60,1,1,0,20,33,0,20,25,14,2,6,6,0,3,4,2
1157,15,1,2,296,3,7,7,30,60,0,1,0,0,30,13,4,30,15,6,2,6,6,0,3,4,2
1158,15,1,2,296,3,1,8,50,40,0,0,0,0,50,37,35,50,37,26,2,6,6,0,3,4,2
1159,15,1,2,296,3,8,9,70,100,40,1,1,1,70,88,100,70,85,94,2,6,6,0,3,4,2
1160,15,1,2,296,3,4,10,50,100,60,1,1,1,50,62,75,50,63,74,2,6,6,0,3,4,2
1161,15,1,2,297,3,4,1,50,100,60,1,1,1,60,57,56,50,63,74,1,6,4,1,4,4,4
1162,15,1,2,297,3,9,2,30,80,40,0,0,0,38,33,40,30,12,5,1,6,4,1,4,4,4
1163,15,1,2,297,3,6,3,80,40,20,1,0,0,57,54,44,80,75,69,1,6,4,1,4,4,4
1164,15,1,2,297,3,8,4,70,100,40,1,1,1,57,55,49,70,85,94,1,6,4,1,4,4,4
1165,15,1,2,297,3,7,5,30,60,0,1,0,0,38,38,35,30,15,6,1,6,4,1,4,4,4
1166,15,1,2,297,3,2,6,50,60,40,0,1,0,55,53,51,50,60,50,1,6,4,1,4,4,4
1167,15,1,2,297,3,10,7,70,60,20,1,1,1,43,53,58,70,88,95,1,6,4,1,4,4,4
1168,15,1,2,297,3,5,8,20,80,60,1,1,0,58,55,53,20,25,14,1,6,4,1,4,4,4
1169,15,1,2,297,3,3,9,50,80,20,0,0,0,59,52,65,50,20,6,1,6,4,1,4,4,4
1170,15,1,2,297,3,1,10,50,40,0,0,0,0,35,45,56,50,37,26,1,6,4,1,4,4,4
1171,15,1,2,298,3,3,1,50,80,20,0,0,0,50,40,20,50,20,6,0,7,6,1,4,4,4
1172,15,1,2,298,3,7,2,30,60,0,1,0,0,32,19,17,30,15,6,0,7,6,1,4,4,4
1173,15,1,2,298,3,8,3,70,100,40,1,1,1,70,70,69,70,85,94,0,7,6,1,4,4,4
1174,15,1,2,298,3,2,4,50,60,40,0,1,0,50,53,58,50,60,50,0,7,6,1,4,4,4
1175,15,1,2,298,3,4,5,50,100,60,1,1,1,50,70,75,50,63,74,0,7,6,1,4,4,4
1176,15,1,2,298,3,1,6,50,40,0,0,0,0,51,14,23,50,37,26,0,7,6,1,4,4,4
1177,15,1,2,298,3,9,7,30,80,40,0,0,0,31,20,65,30,12,5,0,7,6,1,4,4,4
1178,15,1,2,298,3,5,8,20,80,60,1,1,0,20,15,23,20,25,14,0,7,6,1,4,4,4
1179,15,1,2,298,3,10,9,70,60,20,1,1,1,71,76,79,70,88,95,0,7,6,1,4,4,4
1180,15,1,2,298,3,6,10,80,40,20,1,0,0,80,72,23,80,75,69,0,7,6,1,4,4,4
1181,15,1,2,299,3,8,1,70,100,40,1,1,1,70,75,85,70,85,94,1,8,6,1,4,4,4
1182,15,1,2,299,3,1,2,50,40,0,0,0,0,50,25,14,50,37,26,1,8,6,1,4,4,4
1183,15,1,2,299,3,7,3,30,60,0,1,0,0,30,18,12,30,15,6,1,8,6,1,4,4,4
1184,15,1,2,299,3,2,4,50,60,40,0,1,0,50,75,70,50,60,50,1,8,6,1,4,4,4
1185,15,1,2,299,3,9,5,30,80,40,0,0,0,30,4,4,30,12,5,1,8,6,1,4,4,4
1186,15,1,2,299,3,5,6,20,80,60,1,1,0,20,14,19,20,25,14,1,8,6,1,4,4,4
1187,15,1,2,299,3,10,7,70,60,20,1,1,1,70,79,84,70,88,95,1,8,6,1,4,4,4
1188,15,1,2,299,3,3,8,50,80,20,0,0,0,65,45,30,50,20,6,1,8,6,1,4,4,4
1189,15,1,2,299,3,6,9,80,40,20,1,0,0,80,50,70,80,75,69,1,8,6,1,4,4,4
1190,15,1,2,299,3,4,10,50,100,60,1,1,1,50,80,75,50,63,74,1,8,6,1,4,4,4
1191,7,1,3,121,2,9,1,30,80,40,1,1,0,30,40,20,30,46,22,1,8,4,0,5,4,4
1192,7,1,3,121,2,7,2,30,60,0,0,0,0,25,20,5,30,15,6,1,8,4,0,5,4,4
1193,7,1,3,121,2,5,3,20,80,60,1,1,1,20,40,60,20,25,31,1,8,4,0,5,4,4
1194,7,1,3,121,2,8,4,70,100,40,1,1,1,75,80,90,70,85,94,1,8,4,0,5,4,4
1195,7,1,3,121,2,10,5,70,60,20,1,0,1,75,60,65,70,54,78,1,8,4,0,5,4,4
1196,7,1,3,121,2,2,6,50,60,40,1,0,0,51,45,40,50,40,31,1,8,4,0,5,4,4
1197,7,1,3,121,2,3,7,50,80,20,0,0,0,51,45,20,50,20,6,1,8,4,0,5,4,4
1198,7,1,3,121,2,6,8,80,40,20,0,0,0,80,70,55,80,75,69,1,8,4,0,5,4,4
1199,7,1,3,121,2,1,9,50,40,0,1,1,0,51,100,100,50,100,100,1,8,4,0,5,4,4
1200,7,1,3,121,2,4,10,50,100,60,0,0,0,51,0,0,50,0,0,1,8,4,0,5,4,4
1201,7,1,3,122,2,8,1,70,100,40,1,1,1,70,70,95,70,85,94,3,11,11,0,4,4,4
1202,7,1,3,122,2,5,2,20,80,60,1,1,1,20,25,34,20,25,31,3,11,11,0,4,4,4
1203,7,1,3,122,2,9,3,30,80,40,1,1,0,30,50,20,30,46,22,3,11,11,0,4,4,4
1204,7,1,3,122,2,6,4,80,40,20,0,0,0,80,75,40,80,75,69,3,11,11,0,4,4,4
1205,7,1,3,122,2,1,5,50,40,0,1,1,0,50,100,100,50,100,100,3,11,11,0,4,4,4
1206,7,1,3,122,2,3,6,50,80,20,0,0,0,51,18,5,50,20,6,3,11,11,0,4,4,4
1207,7,1,3,122,2,4,7,50,100,60,0,0,0,55,0,0,50,0,0,3,11,11,0,4,4,4
1208,7,1,3,122,2,7,8,30,60,0,0,0,0,30,25,13,30,15,6,3,11,11,0,4,4,4
1209,7,1,3,122,2,2,9,50,60,40,1,0,0,50,43,25,50,40,31,3,11,11,0,4,4,4
1210,7,1,3,122,2,10,10,70,60,20,1,0,1,70,64,90,70,54,78,3,11,11,0,4,4,4
1211,7,1,3,123,2,2,1,50,60,40,1,0,0,50,40,20,50,40,31,0,10,5,1,4,4,5
1212,7,1,3,123,2,10,2,70,60,20,1,0,1,10,0,40,70,54,78,0,10,5,1,4,4,5
1213,7,1,3,123,2,3,3,50,80,20,0,0,0,50,20,0,50,20,6,0,10,5,1,4,4,5
1214,7,1,3,123,2,1,4,50,40,0,1,1,0,50,100,100,50,100,100,0,10,5,1,4,4,5
1215,7,1,3,123,2,6,5,80,40,20,0,0,0,80,70,75,80,75,69,0,10,5,1,4,4,5
1216,7,1,3,123,2,5,6,20,80,60,1,1,1,80,80,95,20,25,31,0,10,5,1,4,4,5
1217,7,1,3,123,2,4,7,50,100,60,0,0,0,50,0,0,50,0,0,0,10,5,1,4,4,5
1218,7,1,3,123,2,8,8,70,100,40,1,1,1,70,75,80,70,85,94,0,10,5,1,4,4,5
1219,7,1,3,123,2,7,9,30,60,0,0,0,0,50,40,10,30,15,6,0,10,5,1,4,4,5
1220,7,1,3,123,2,9,10,30,80,40,1,1,0,30,70,20,30,46,22,0,10,5,1,4,4,5
1221,7,1,3,124,2,3,1,50,80,20,0,0,0,49,50,60,50,20,6,0,0,10,1,5,3,4
1222,7,1,3,124,2,10,2,70,60,20,1,0,1,70,70,70,70,54,78,0,0,10,1,5,3,4
1223,7,1,3,124,2,6,3,80,40,20,0,0,0,80,80,80,80,75,69,0,0,10,1,5,3,4
1224,7,1,3,124,2,4,4,50,100,60,0,0,0,50,0,0,50,0,0,0,0,10,1,5,3,4
1225,7,1,3,124,2,9,5,30,80,40,1,1,0,30,30,30,30,46,22,0,0,10,1,5,3,4
1226,7,1,3,124,2,8,6,70,100,40,1,1,1,70,70,70,70,85,94,0,0,10,1,5,3,4
1227,7,1,3,124,2,5,7,20,80,60,1,1,1,20,20,20,20,25,31,0,0,10,1,5,3,4
1228,7,1,3,124,2,2,8,50,60,40,1,0,0,50,50,50,50,40,31,0,0,10,1,5,3,4
1229,7,1,3,124,2,7,9,30,60,0,0,0,0,30,30,30,30,15,6,0,0,10,1,5,3,4
1230,7,1,3,124,2,1,10,50,40,0,1,1,0,50,100,100,50,100,100,0,0,10,1,5,3,4
1231,7,1,3,125,2,9,1,30,80,40,1,1,0,30,30,30,30,46,22,1,10,9,1,3,5,5
